NSE ID,ID,Equity_Share_Dividend_2015,Tax_On_Dividend_2015,Profit_Loss_Before_Tax_2015,Profit_Loss_For_The_Period_2015,Total_Revenue_2015,Equity_Share_Capital_2015,Total_Current_Liabilities_2015,Total_Non-Current_Liabilities_2015,Total_Current_Assets_2015,Total_Assets_2015,X1_2015,X2_2015,X3_2015,X4_2015,X5_2015,z-score_2015,ROA_2015,ROE_2015,Equity_Share_Dividend_2014,Tax_On_Dividend_2014,Profit_Loss_Before_Tax_2014,Profit_Loss_For_The_Period_2014,Total_Revenue_2014,Equity_Share_Capital_2014,Total_Current_Liabilities_2014,Total_Non-Current_Liabilities_2014,Total_Current_Assets_2014,Total_Assets_2014,X1_2014,X2_2014,X3_2014,X4_2014,X5_2014,z-score_2014,ROA_2014,ROE_2014,Equity_Share_Dividend_2013,Tax_On_Dividend_2013,Profit_Loss_Before_Tax_2013,Profit_Loss_For_The_Period_2013,Total_Revenue_2013,Equity_Share_Capital_2013,Total_Current_Liabilities_2013,Total_Non-Current_Liabilities_2013,Total_Current_Assets_2013,Total_Assets_2013,X1_2013,X2_2013,X3_2013,X4_2013,X5_2013,z-score_2013,ROA_2013,ROE_2013,Equity_Share_Dividend_2012,Tax_On_Dividend_2012,Profit_Loss_Before_Tax_2012,Profit_Loss_For_The_Period_2012,Total_Revenue_2012,Equity_Share_Capital_2012,Total_Current_Liabilities_2012,Total_Non-Current_Liabilities_2012,Total_Current_Assets_2012,Total_Assets_2012,X1_2012,X2_2012,X3_2012,X4_2012,X5_2012,z-score_2012,ROA_2012,ROE_2012,Equity_Share_Dividend_2011,Tax_On_Dividend_2011,Profit_Loss_Before_Tax_2011,Profit_Loss_For_The_Period_2011,Total_Revenue_2011,Equity_Share_Capital_2011,Total_Current_Liabilities_2011,Total_Non-Current_Liabilities_2011,Total_Current_Assets_2011,Total_Assets_2011,X1_2011,X2_2011,X3_2011,X4_2011,X5_2011,z-score_2011,ROA_2011,ROE_2011,Stock_2015,Stock_2014,Stock_2013,Stock_2012,Stock_2011,Stock_2010,Trend_2015,Trend_2014,Trend_2013,Trend_2012,Trend_2011,Trend_2010,Sector,Company,Sent_2010,Sent_2011,Sent_2012,Sent_2013,Sent_2014,Sent_2015,Vader_2010,Vader_2011,Vader_2012,Vader_2013,Vader_2014,Vader_2015,Share_2011,Share_2012,Share_2013,Share_2014,Share_2015
TAJGVK,532390,125400000.0,25100000.0,155600000.0,84200000.0,5100000.0,7322200000.0,360300000.0,745400000.0,3057900000.0,2720000000.0,-0.052593482833,0.00737483270055,0.0212504438557,0.0329713669708,0.371473054546,0.0,0.0114992761738,0.671451355662,125400000.0,0.0,-18300000.0,-19700000.0,0.0,7270700000.0,327900000.0,664400000.0,3141400000.0,2500200000.0,-0.0462816510102,-0.0027095052746,-0.00251695160026,0.0329497083399,0.343873354698,0.0,-0.0027095052746,-0.157097288676,125400000.0,12500000.0,87300000.0,49800000.0,2100000.0,6668400000.0,432500000.0,873900000.0,2309800000.0,2451300000.0,-0.0661927898746,0.00527862755684,0.013091596185,0.039388133304,0.36759942415,0.0,0.00746805830484,0.397129186603,125400000.0,31400000.0,136000000.0,87800000.0,5300000.0,6717700000.0,398500000.0,947400000.0,2320800000.0,2542400000.0,-0.0817095136728,0.00760677017432,0.0202450243387,0.0383697448137,0.378462866755,0.0,0.0130699495363,0.700159489633,125400000.0,94100000.0,427800000.0,293300000.0,15300000.0,6188400000.0,305100000.0,944800000.0,1845200000.0,2559400000.0,-0.10337082283,0.0297168896645,0.0691293387628,0.0449462365591,0.413580246914,0.0,0.0473951263655,2.33891547049,155.976606876,96.9034327217,69.3553828829,60.2334690799,86.151503876,73.6241171994,UP,UP,UP,UP,DOWN,DOWN,hotels,Taj GVK Hotels & Resorts,Positive,Positive,Positive,Positive,Neutral,Negative,Positive,Positive,Positive,Positive,Neutral,Positive,0.0510340226818,0.0203846153846,0.0138613861386,0.0,0.027345844504
CCHHL,526550,326900000.0,0.0,-10500000.0,-106500000.0,0.0,11536800000.0,477600000.0,1125100000.0,3613600000.0,2932900000.0,-0.0561247486305,-0.00923132931142,-0.000910131058872,0.0689851647076,0.25422127453,0.0,-0.00923132931142,-0.325787702661,326900000.0,0.0,-65500000.0,-112900000.0,0.0,11758400000.0,487700000.0,921300000.0,3903600000.0,2731800000.0,-0.0368757654103,-0.00960164648251,-0.00557048578038,0.0677526995378,0.232327527555,0.0,-0.00960164648251,-0.345365555216,326900000.0,4300000.0,117600000.0,9600000.0,700000.0,12560100000.0,485300000.0,2075000000.0,3244800000.0,3214100000.0,-0.126567463635,0.0003662391223,0.0093629827788,0.0614496785593,0.255897644127,0.0,0.0007643251248,0.0293667788314,178900000.0,8900000.0,304300000.0,168200000.0,1500000.0,12241500000.0,1594600000.0,2433500000.0,2721400000.0,3187400000.0,-0.0685291835151,0.0128905771352,0.0248580647796,0.0347048439349,0.260376587836,0.0,0.0137401462239,0.940190050307,178900000.0,8900000.0,257700000.0,133500000.0,1500000.0,11921200000.0,1713600000.0,2217500000.0,2774900000.0,2469600000.0,-0.0422692346408,0.0103261416636,0.0216169513136,0.035834468392,0.207160352985,0.0,0.01119853706,0.746226942426,18.9308893871,10.6146559633,7.31949099099,6.82869381599,11.7305317829,11.5064094368,UP,UP,DOWN,UP,DOWN,UP,hotels,Country Club Hospitality & Holidays,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Positive,Neutral,,Neutral,Neutral,0.00500333555704,0.00576923076923,0.0046204620462,0.0,0.0
MHRIL,533088,880600000.0,443900000.0,1720900000.0,1173500000.0,90400000.0,29005300000.0,11788800000.0,4461000000.0,17625700000.0,9626100000.0,0.252636587106,0.0220373517943,0.0593305361434,0.0398701480982,0.331873829955,0.0,0.0404581231706,1.33261412673,880300000.0,355100000.0,1049700000.0,790200000.0,72300000.0,27139200000.0,10721600000.0,4039000000.0,15791200000.0,8075600000.0,0.246234229454,0.0133681169673,0.0386783692961,0.0443918871217,0.297562197854,0.0,0.0291165546516,0.897648528911,880200000.0,355100000.0,1414200000.0,945300000.0,60400000.0,26111500000.0,11457700000.0,3580800000.0,14632600000.0,7989300000.0,0.30166401777,0.0202899105758,0.0541600444249,0.0483270559039,0.30596863451,0.0,0.0362024395381,1.07396046353,838800000.0,355100000.0,1588500000.0,1069800000.0,60400000.0,22443300000.0,8829800000.0,3062400000.0,13037800000.0,7159400000.0,0.256976469592,0.0291534667362,0.0707783614709,0.0520987316928,0.31899943413,0.0,0.0476667869698,1.27539341917,838500000.0,338600000.0,1455200000.0,1046400000.0,54900000.0,19731200000.0,7619200000.0,2431400000.0,381000000.0,6365800000.0,0.262923694453,0.0330897259163,0.0737512163477,0.298143934007,0.322626094713,0.0,0.0530327602984,1.24794275492,475.049790732,350.742133028,288.271174242,249.76638009,270.602266355,294.473660578,UP,UP,DOWN,UP,DOWN,DOWN,hotels,Mahindra Holidays and Resorts India,Positive,Positive,,Negative,Negative,,Positive,Positive,,Positive,Positive,,0.183122081388,0.232307692308,0.398679867987,0.433713257349,0.48471849866
EIHOTEL,500840,1143100000.0,628700000.0,1537400000.0,1014800000.0,89800000.0,33607200000.0,2745300000.0,4369700000.0,2368100000.0,14637400000.0,-0.0483348806208,0.00881656311743,0.0457461496346,0.16965478346,0.435543573996,0.0,0.0301959104002,0.887761350713,1143100000.0,628700000.0,1512500000.0,966300000.0,86600000.0,33672000000.0,2910700000.0,4340600000.0,2758200000.0,13663100000.0,-0.0424655500119,0.00745426467094,0.0449186267522,0.161027215867,0.40577037301,0.0,0.0286974340699,0.845332866766,1143100000.0,628700000.0,1512900000.0,950400000.0,65100000.0,34127400000.0,2638400000.0,4520300000.0,3131300000.0,12789400000.0,-0.0551433745319,0.0075188851187,0.0443309481531,0.149393590883,0.374754596014,0.0,0.0278485908683,0.831423322544,1143100000.0,514400000.0,835300000.0,509600000.0,67500000.0,34408700000.0,2570000000.0,4816600000.0,3342900000.0,11770100000.0,-0.0652916268269,-0.00210121277468,0.0242758372156,0.140094368527,0.342067558495,0.0,0.0148102078835,0.445805266381,1143100000.0,628700000.0,1550000000.0,1224200000.0,91900000.0,33292900000.0,2248100000.0,3549100000.0,3392300000.0,11473300000.0,-0.0390774008873,0.0151263482604,0.0465564730018,0.164678595096,0.344617020446,0.0,0.0367706027411,1.07094742367,126.277473842,87.0347859327,80.4041066066,56.8556259427,87.2344341085,107.990038052,UP,UP,UP,UP,DOWN,DOWN,hotels,EIH,Negative,Negative,,Negative,Negative,Negative,Positive,Positive,,Positive,Positive,Positive,0.306537691795,0.259615384615,0.429702970297,0.51949610078,0.481501340483
CUMMINSIND,500480,554400000.0,3880800000.0,9064200000.0,7518500000.0,790000000.0,45767800000.0,22867500000.0,11772500000.0,2282400000.0,49521600000.0,0.242419342857,0.0622206005095,0.198047535604,0.039445318003,1.08201836225,1.0,0.164274883215,13.5615079365,554400000.0,3880800000.0,9373900000.0,7858500000.0,743400000.0,43217400000.0,24080900000.0,12273300000.0,2078900000.0,46923800000.0,0.273214029534,0.0748379125075,0.216901062998,0.0386282242444,1.08576175337,1.0,0.181836482528,14.1747835498,554400000.0,3603600000.0,8175100000.0,6000200000.0,612400000.0,37727300000.0,20164800000.0,10237900000.0,1837900000.0,41543800000.0,0.263122460393,0.0472920140058,0.216689240948,0.0459100018218,1.10116016784,1.0,0.159041330813,10.8228715729,554400000.0,3603600000.0,10513300000.0,7641100000.0,601700000.0,36696200000.0,25293800000.0,11057200000.0,1771700000.0,47961000000.0,0.387958426213,0.0936282230858,0.28649560445,0.0432149287936,1.30697456412,1.0,0.20822591985,13.7826479076,554400000.0,3049200000.0,8246300000.0,5912700000.0,494700000.0,31016900000.0,21617100000.0,9451400000.0,1134000000.0,42405500000.0,0.392228107902,0.0763712685665,0.265864738256,0.0523740245999,1.36717402448,1.0,0.190628334876,10.66504329,619.244110613,593.798356269,460.580045045,450.966840121,634.447054264,966.062328767,DOWN,UP,DOWN,UP,DOWN,DOWN,engines,Cummins India,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Neutral,Positive,Positive,Positive,1.0,1.0,1.0,1.0,1.0
GULFOILLUB,538567,99100000.0,347000000.0,1532600000.0,1003100000.0,70600000.0,6485900000.0,5280200000.0,3936600000.0,63900000.0,10292900000.0,0.207157063785,0.0902727454941,0.236297198538,0.0247719035121,1.58696557147,1.0,0.154658567045,10.12209889,99100000.0,272600000.0,1160400000.0,774100000.0,52200000.0,5645100000.0,4567400000.0,3721100000.0,53000000.0,9767000000.0,0.149917627677,0.0795911498468,0.20555880321,0.0262579157945,1.73017307045,1.0,0.13712777453,7.81130171544,500000.0,0.0,-100000.0,-100000.0,0.0,338700000.0,500000.0,152200000.0,186000000.0,0.0,-0.447888987304,-0.000295246530853,-0.000295246530853,0.00147841513897,0.0,0.0,-0.000295246530853,-0.2,500000.0,0.0,0.0,0.0,0.0,500000.0,500000.0,100000.0,0.0,0.0,0.8,0.0,0.0,5.0,0.0,1.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,0.0,0.0,1.0,0.0,0.0,inf,0.0,2.0,0.0,0.0,,,,,,,,,,,,,lubricants,Gulf Oil Lubricants India,,,,,Negative,Negative,,,,,Positive,Positive,,,,1.0,1.0
HINDUJAFO,505982,2070500000.0,26857300000.0,-3942500000.0,-3942500000.0,4607500000.0,8201900000.0,3006700000.0,2134800000.0,4157400000.0,8530900000.0,0.106304636731,-4.31696314269,-0.480681305551,0.32905819904,1.04011265682,0.0,-0.480681305551,-1.90412943733,726500000.0,23620500000.0,-2624400000.0,-2624400000.0,4288400000.0,9950400000.0,2466400000.0,4220200000.0,3843700000.0,10060600000.0,-0.176254220936,-3.06855000804,-0.263748191027,0.0900928830963,1.01107493166,0.0,-0.263748191027,-3.61238816242,287300000.0,21847500000.0,-990800000.0,-1037800000.0,3713000000.0,10817200000.0,2900200000.0,4921000000.0,2823000000.0,3079300000.0,-0.186813593166,-2.45888954628,-0.0915948674333,0.0370996900826,0.284667011796,0.0,-0.0959397995784,-3.61225200139,287300000.0,19329300000.0,-3013800000.0,-2913400000.0,3285000000.0,11124500000.0,3379900000.0,6925100000.0,2347700000.0,10367900000.0,-0.318683985797,-2.29472785294,-0.270915546766,0.0309830903287,0.931987954515,0.0,-0.261890422041,-10.1406195614,287300000.0,16246700000.0,84500000.0,74800000.0,2635600000.0,10987400000.0,3873500000.0,4432100000.0,2470200000.0,5578400000.0,-0.0508400531518,-1.71173344012,0.00769062744598,0.0416238065572,0.507708830114,0.0,0.00680779802319,0.260355029586,,,,,,,,,,,,,castings & forgings,Hinduja Foundries,Neutral,,Positive,,,Negative,Positive,,Positive,,,Positive,1.0,1.0,1.0,1.0,1.0
MEGH,532865,254300000.0,76300000.0,555200000.0,401000000.0,15500000.0,12172000000.0,6763400000.0,4779400000.0,1360700000.0,9838200000.0,0.162997042392,0.0254025632599,0.0456128820243,0.0414162635788,0.808264870194,0.0,0.0329444627013,1.5768777035,254300000.0,101700000.0,322400000.0,262200000.0,0.0,11574900000.0,6147600000.0,4284300000.0,1631000000.0,9667800000.0,0.160977632636,0.0138662105072,0.0278533723833,0.0429902118236,0.835238317394,0.0,0.0226524635202,1.03106567047,254300000.0,25400000.0,150600000.0,115800000.0,4300000.0,12401300000.0,6950400000.0,5097000000.0,1908600000.0,8974700000.0,0.149452073573,0.00694282051075,0.0121438881408,0.0362995318031,0.723690258279,0.0,0.00933773072178,0.455367675973,254300000.0,25400000.0,88000000.0,57800000.0,4300000.0,11299500000.0,6165300000.0,4328700000.0,1627000000.0,7602300000.0,0.162538165406,0.00248683570069,0.00778795521926,0.0426985912655,0.672799681402,0.0,0.00511527058719,0.227290601652,254300000.0,25400000.0,304700000.0,165800000.0,4100000.0,10332200000.0,5925500000.0,3202000000.0,1859100000.0,8315900000.0,0.263593426376,0.0131917694199,0.0294903311976,0.0502459939539,0.804852790306,0.0,0.0160469212752,0.651985843492,17.2024962631,11.8282370031,8.07850537634,5.53720512821,14.1163302326,19.7383713851,DOWN,UP,UP,UP,DOWN,DOWN,pesticides & agro chemicals,Meghmani Organics,Negative,Negative,Neutral,Neutral,Neutral,Negative,Positive,Positive,Neutral,Neutral,Neutral,Positive,0.0427974947808,0.0378521126761,0.0127181307306,0.0,0.0563022157646
INSECTICID,532851,206700000.0,41300000.0,498800000.0,392900000.0,8400000.0,9364900000.0,6725700000.0,4750900000.0,525100000.0,9887000000.0,0.210872513321,0.0366474815535,0.0532627150317,0.0391774071266,1.05575072879,1.0,0.0419545323495,1.90082244799,126800000.0,47600000.0,641700000.0,548400000.0,9700000.0,9207600000.0,6592100000.0,5555800000.0,737700000.0,9646300000.0,0.112548329641,0.0533363742995,0.0696924279943,0.0201477715103,1.04764542335,1.0,0.0595594943308,4.32492113565,126800000.0,38000000.0,486500000.0,399400000.0,6500000.0,7913700000.0,5450000000.0,4967300000.0,480900000.0,8645400000.0,0.0609954888358,0.0448462792373,0.0614756687769,0.0232737417863,1.09245991129,1.0,0.050469439074,3.14984227129,126800000.0,38000000.0,464000000.0,353200000.0,6500000.0,6321400000.0,4105800000.0,3742500000.0,456700000.0,6168900000.0,0.0574714461986,0.0488341190243,0.0734014617015,0.0301962278529,0.975875597178,1.0,0.0558736988642,2.78548895899,126800000.0,31700000.0,429500000.0,330200000.0,5100000.0,5203000000.0,3485100000.0,2940700000.0,440600000.0,5218400000.0,0.10463194311,0.056390543917,0.0825485296944,0.0375003696803,1.00295983087,1.0,0.0634633865078,2.60410094637,177.284641256,330.174281346,403.930157658,348.082405732,464.093224806,550.291613394,DOWN,DOWN,UP,UP,DOWN,UP,pesticides & agro chemicals,Insecticides India,Positive,Positive,Negative,Neutral,Neutral,Negative,Positive,Positive,Positive,Positive,Positive,Positive,0.053235908142,0.0572183098592,0.0192250813369,0.0304935554857,0.0305121685434
EXCELCROP,532511,55000000.0,137600000.0,816500000.0,595800000.0,28000000.0,6418500000.0,4493000000.0,2329700000.0,294100000.0,8809800000.0,0.337041364805,0.0670250058425,0.127210407416,0.0209619635643,1.3725636831,1.0,0.0928254265015,10.8327272727,55000000.0,137600000.0,907500000.0,644800000.0,28000000.0,6450100000.0,4643100000.0,2792400000.0,293900000.0,10143300000.0,0.286925784096,0.0742934218074,0.140695493093,0.0178206914428,1.57258027007,1.0,0.0999674423652,11.7236363636,55000000.0,137600000.0,965400000.0,672500000.0,23400000.0,6277200000.0,4700400000.0,3056200000.0,324600000.0,9723300000.0,0.261932071624,0.0814853756452,0.153794685529,0.0162683388547,1.54898680941,1.0,0.107133753903,12.2272727273,55000000.0,33000000.0,302400000.0,214200000.0,5600000.0,4946700000.0,3465200000.0,2173500000.0,387600000.0,7712100000.0,0.261123577334,0.0354984130835,0.0611316635333,0.0214751473976,1.55903935957,1.0,0.0433015950027,3.89454545455,55000000.0,22000000.0,218400000.0,156100000.0,3600000.0,5545300000.0,4041300000.0,2846300000.0,488200000.0,6839000000.0,0.215497808955,0.0235334427353,0.0393847041639,0.0164942270205,1.23329666564,1.0,0.0281499648351,2.83818181818,222.729394619,184.114281346,134.29018018,210.475098039,761.311852713,881.265882801,DOWN,UP,DOWN,DOWN,DOWN,UP,pesticides & agro chemicals,Excel Crop Care,Negative,Negative,,Negative,Negative,Negative,Positive,Positive,,Positive,Positive,Positive,0.0375782881002,0.0492957746479,0.0692102928128,0.0880226343917,0.101707228478
BAYERCROP,506285,354000000.0,601000000.0,4629000000.0,3009000000.0,118000000.0,24383000000.0,20308000000.0,6167000000.0,657000000.0,38186000000.0,0.579953246114,0.0939178936144,0.189845384079,0.0518757327081,1.56609112907,1.0,0.123405651478,8.5,366000000.0,769000000.0,5735000000.0,3830000000.0,155000000.0,27736000000.0,23697000000.0,6780000000.0,627000000.0,38112000000.0,0.609929333718,0.104773579464,0.206770983559,0.0494127176995,1.37409864436,1.0,0.138087683877,10.4644808743,366000000.0,201000000.0,4408000000.0,2895000000.0,34000000.0,23869000000.0,18529000000.0,5946000000.0,500000000.0,33361000000.0,0.527169131509,0.111441618836,0.184674682643,0.0567793980763,1.39767061879,1.0,0.121287025012,7.90983606557,395000000.0,197000000.0,15632000000.0,11617000000.0,34000000.0,24150000000.0,19913000000.0,4360000000.0,477000000.0,27942000000.0,0.644016563147,0.471469979296,0.647287784679,0.0816621873062,1.15701863354,2.0,0.481035196687,29.4101265823,395000000.0,166000000.0,2044000000.0,1390000000.0,27000000.0,18407000000.0,15003000000.0,10120000000.0,360000000.0,23176000000.0,0.265279513229,0.0650296083012,0.111044711251,0.0376908396947,1.2590862172,1.0,0.0755147498234,3.51898734177,839.876487294,839.140711009,903.601418919,1392.75854449,1945.68689147,3655.25553272,DOWN,UP,DOWN,DOWN,DOWN,DOWN,pesticides & agro chemicals,Bayer CropScience,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,0.281837160752,0.299295774648,0.100561963916,0.487268154668,0.428623320015
MONSANTO,524084,172600000.0,517900000.0,1091600000.0,1012500000.0,105400000.0,5265100000.0,3782200000.0,969100000.0,163500000.0,5557500000.0,0.534291846309,0.0739207232531,0.207327496154,0.152392724704,1.0555355074,1.0,0.192304039809,5.86616454229,172600000.0,621400000.0,1289800000.0,1063000000.0,125400000.0,5985600000.0,4955900000.0,2058800000.0,183500000.0,5776900000.0,0.484011627907,0.0528267842823,0.215483827854,0.0769745350756,0.965132985833,1.0,0.177592889602,6.15874855156,172600000.0,1588200000.0,1387400000.0,1228900000.0,269900000.0,6112900000.0,5093400000.0,2472700000.0,195200000.0,5947600000.0,0.428716321222,-0.10292986962,0.226962652751,0.0646950785262,0.97295882478,1.0,0.201033879174,7.11993047509,172600000.0,379900000.0,749700000.0,673400000.0,63200000.0,5940400000.0,4929300000.0,1689300000.0,176900000.0,4593300000.0,0.545417816982,0.0387684331021,0.126203622652,0.0924874075662,0.773230758871,1.0,0.113359369739,3.90150637312,172600000.0,345200000.0,601400000.0,501900000.0,56000000.0,5270100000.0,4241500000.0,1311400000.0,114800000.0,3889200000.0,0.555985654921,0.019107796816,0.11411548168,0.121020894685,0.737974611487,1.0,0.0952353845278,2.90787949015,1799.80193572,1542.26124618,660.836839339,630.097368024,2068.8556124,2832.28118721,DOWN,UP,UP,DOWN,DOWN,UP,pesticides & agro chemicals,Monsanto India,Neutral,Positive,Neutral,Positive,Neutral,Positive,Neutral,Positive,Neutral,Positive,Neutral,Positive,0.584551148225,0.556338028169,0.798284531204,0.394215655454,0.382855067199
UTTAMSUGAR,532729,381400000.0,1588800000.0,161500000.0,154700000.0,323400000.0,11156400000.0,4894500000.0,6021000000.0,4146000000.0,8127500000.0,-0.10097343229,-0.157532895916,0.014475995841,0.0375135241467,0.728505611129,0.0,0.0138664802266,0.405610907184,381400000.0,1588800000.0,-1115600000.0,-880900000.0,292900000.0,12297100000.0,5975000000.0,10066300000.0,1396100000.0,7623700000.0,-0.332704458775,-0.224654593359,-0.0907205763961,0.0332740089336,0.619959177367,0.0,-0.0716347756788,-2.30964866282,381400000.0,1588800000.0,-901500000.0,-553000000.0,270000000.0,11425100000.0,5971500000.0,8658000000.0,1874500000.0,8737300000.0,-0.235140173828,-0.211096620599,-0.0789052174598,0.0362117256112,0.76474604161,0.0,-0.0484022021689,-1.44992134242,381400000.0,1210500000.0,120000000.0,54600000.0,205700000.0,12570700000.0,7185300000.0,8929100000.0,2220600000.0,6467500000.0,-0.138719403056,-0.108315368277,0.00954600778,0.0342071984,0.514490044309,0.0,0.0043434335399,0.143156790771,257700000.0,1210500000.0,-913200000.0,-696000000.0,194300000.0,10265700000.0,4577100000.0,6443600000.0,2752800000.0,6856000000.0,-0.18181906738,-0.204642644924,-0.0889564277156,0.0280218346309,0.667855090252,0.0,-0.0677985914258,-2.70081490105,,,,,,,,,,,,,sugar,Uttam Sugar Mills,Positive,Negative,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,0.134958671946,0.126881322477,0.133478346846,0.12971656333,0.224801890727
BALRAMCHIN,500038,245000000.0,0.0,1050600000.0,994200000.0,0.0,37429300000.0,21827600000.0,17847000000.0,7276400000.0,28012200000.0,0.106349838228,0.0265620783718,0.0280689192691,0.00975186479537,0.748402989102,0.0,0.0265620783718,4.05795918367,244900000.0,0.0,-761600000.0,-577300000.0,0.0,39025200000.0,22183400000.0,21052800000.0,6677900000.0,30060600000.0,0.0289710238513,-0.0147930055451,-0.0195155950514,0.00883136740147,0.770286891547,0.0,-0.0147930055451,-2.35728868926,244800000.0,0.0,126700000.0,36400000.0,0.0,41571900000.0,23514700000.0,21757000000.0,7629800000.0,26908900000.0,0.0422809638241,0.000875591445183,0.00304773176112,0.0083302707338,0.647285786793,0.0,0.000875591445183,0.148692810458,244300000.0,488600000.0,2105600000.0,1620300000.0,83000000.0,42262100000.0,24194700000.0,24324100000.0,4707500000.0,33176400000.0,-0.00306184501007,0.0248141952246,0.0498224177218,0.00841496851706,0.785015415703,0.0,0.0383393158409,6.63241915677,244300000.0,0.0,77800000.0,66200000.0,0.0,42085400000.0,24884500000.0,22574100000.0,7330200000.0,23372800000.0,0.0548978980834,0.001572992059,0.00184862208747,0.00816939369923,0.555365993908,0.0,0.001572992059,0.270978305362,89.2953064275,60.7772247706,57.4121021021,44.500173454,61.4889457364,52.3263242009,UP,UP,DOWN,UP,DOWN,DOWN,sugar,Balrampur Chini Mills,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,0.0,0.0511966444609,0.0,0.0,0.0
KMSUGAR,532673,184000000.0,0.0,99600000.0,116900000.0,0.0,2699400000.0,1994300000.0,1857900000.0,552900000.0,3589400000.0,0.0505297473513,0.043305919834,0.0368970882418,0.0763232122117,1.32970289694,1.0,0.043305919834,0.635326086957,184000000.0,4141700000.0,90100000.0,74900000.0,843100000.0,3264500000.0,2597400000.0,2564900000.0,523700000.0,5575500000.0,0.0099555827845,-1.50402818196,0.0275999387349,0.059573916985,1.70791851738,0.0,0.022943789248,0.407065217391,184000000.0,3942400000.0,128000000.0,126000000.0,670000000.0,1530200000.0,949500000.0,1030900000.0,398700000.0,2760000000.0,-0.0531956606979,-2.93190432623,0.0836491961835,0.128707330722,1.80368579271,0.0,0.0823421774931,0.684782608696,184000000.0,3938400000.0,-56200000.0,-62400000.0,630000000.0,1011800000.0,406400000.0,448100000.0,588800000.0,2565500000.0,-0.0412136785926,-4.57679383277,-0.0555445740265,0.177452020446,2.53558015418,0.0,-0.0616722672465,-0.339130434783,184000000.0,3478700000.0,-107900000.0,-112600000.0,522700000.0,1263200000.0,572300000.0,966400000.0,259200000.0,2905100000.0,-0.311985433819,-3.2568081064,-0.0854179860671,0.150130548303,2.29979417353,0.0,-0.0891386953768,-0.611956521739,11.6657100149,3.28818348624,2.31253787879,1.28721717172,3.16692924528,2.96944806202,UP,UP,UP,UP,DOWN,DOWN,sugar,KM Sugar Mills,Neutral,Negative,,,Negative,Negative,Neutral,Positive,,,Positive,Positive,0.363061748975,0.388601036269,0.331224045877,0.373383525244,0.0
DHARSUGAR,507442,293900000.0,0.0,-397800000.0,-117100000.0,0.0,7979100000.0,2944500000.0,3803300000.0,4079900000.0,3697200000.0,-0.107631186475,-0.0146758406337,-0.0498552468323,0.0372818144916,0.463360529383,0.0,-0.0146758406337,-0.398434841783,293900000.0,0.0,-805400000.0,-741600000.0,0.0,7903100000.0,2826300000.0,3661000000.0,4061800000.0,3812500000.0,-0.105616783288,-0.0938365957662,-0.101909377333,0.0380561454395,0.482405638294,0.0,-0.0938365957662,-2.52330724736,293900000.0,0.0,-429600000.0,-337900000.0,0.0,8320000000.0,3101100000.0,4133400000.0,3263700000.0,5259700000.0,-0.124074519231,-0.0406129807692,-0.0516346153846,0.0397317867813,0.632175480769,0.0,-0.0406129807692,-1.14971078598,293900000.0,29400000.0,170100000.0,122100000.0,5000000.0,8272300000.0,3229000000.0,3791200000.0,3219100000.0,5803700000.0,-0.0679617518707,0.0106016464587,0.020562600486,0.0419240260759,0.70158238942,0.0,0.0147601029943,0.415447431099,293900000.0,29400000.0,162000000.0,102500000.0,4800000.0,7004500000.0,2306400000.0,2288000000.0,3541100000.0,6167200000.0,0.00262688271825,0.00975087443786,0.0231279891498,0.050419447256,0.880462559783,0.0,0.014633449925,0.34875808098,,,,,,,,,,,,,sugar,Dharani Sugars and Chemicals,Neutral,Negative,Negative,Neutral,,Neutral,Neutral,Positive,Positive,Negative,,Neutral,0.00333402792248,0.00308413520849,0.0,0.0,0.0
